ticker,percent,company,amt
IMO,0.01,Imperial Oil Ltd.,3239.3
TRN,0.01,"Terna - Rete Elettrica Nazionale — B01BN57 0.01 % 976,920 $9,914,260",3239.3
GGG,0.01,Graco Inc.,3239.3
9101,0.01,Nippon Yusen KK —,3239.3
ITT,0.01,ITT Inc.,3239.3
POWERGRID,0.01,"Power Grid Corp. of India Ltd. — B233HS6 0.01 % 3,132,459 $9,882,716",3239.3
BALL,0.01,Ball Corp.,3239.3
DPZ,0.01,Domino's Pizza Inc.,3239.3
COO,0.01,Cooper Cos. Inc.,3239.3
1928,0.01,Sekisui House Ltd. J,3239.3
TENAGA,0.01,Tenaga Nasional Bhd. —,3239.3
ENTG,0.01,Entegris Inc.,3239.3
9503,0.01,Kansai Electric Power Co. Inc. —,3239.3
3231,0.01,Wistron Corp. —,3239.3
CEMEXCPO,0.01,Cemex SAB de CV —,3239.3
MTN,0.01,MTN Group Ltd. —,3239.3
PKN,0.01,ORLEN SA —,3239.3
SCG,0.01,"Scentre Group — BLZH0Z7 0.01 % 3,598,002 $9,705,165",3239.3
TITAN,0.01,Titan Co. Ltd. —,3239.3
7733,0.01,Olympus Corp. —,3239.3
WRT1V,0.01,Wartsila OYJ Abp X,3239.3
SOON,0.01,Sonova Holding AG —,3239.3
9766,0.01,Konami Group Corp. —,3239.3
NBIX,0.01,Neurocrine Biosciences Inc.,3239.3
TOL,0.01,Toll Brothers Inc.,3239.3
ICLR,0.01,"ICON plc G4705A100 B94G471 0.01 % 54,523 $9,541,525",3239.3
ESLT,0.01,Elbit Systems Ltd. —,3239.3
MRU,0.01,Metro Inc./CN,3239.3
INCY,0.01,Incyte Corp.,3239.3
823,0.01,"Link REIT — B0PB4M7 0.01 % 1,841,488 $9,461,54",3239.3
ITC,0.01,"ITC Ltd. Y4211T171 B0JGGP5 0.01 % 2,090,070 $9,447,938",3239.3
RPRX,0.01,"Royalty Pharma plc Class A G7709Q104 BMVP7Y0 0.01 % 267,280 $9,429,638",3239.3
FBK,0.01,"FinecoBank Banca Fineco SPA — BNGN9Z1 0.01 % 433,620 $9,411,138",3239.3
Z,0.01,Zillow Group Inc.,3239.3
4507,0.01,Shionogi & Co. Ltd. —,3239.3
MONC,0.01,"Moncler SPA — BGLP232 0.01 % 159,147 $9,366,337",3239.3
DOC,0.01,Healthpeak Properties Inc.,3239.3
RGLD,0.01,Royal Gold Inc.,3239.3
KOG,0.01,"o Kongsberg Gruppen ASA — BSTRB82 0.01 % 292,405 $9,344,481",3239.3
9866,0.01,"NIO Inc. Class A — BPR9XV6 0.01 % 1,234,787 $9,338,954",3239.3
COOP,0.01,Mr Cooper Group Inc.,3239.3
B3SA3,0.01,"B3 SA - Brasil Bolsa Balcao — BG36ZK1 0.01 % 3,695,021 $9,303,07",3239.3
BLDR,0.01,Builders FirstSource Inc.,3239.3
UNM,0.01,Unum Group,3239.3
5490,0.01,,3239.3
2,0.01,CLP Holdings Ltd. Y1660Q104,3239.3
MTZ,0.01,MasTec Inc.,3239.3
ENX,0.01,"Euronext NV — BNBNSG0 0.01 % 61,188 $9,160,548",3239.3
REG,0.01,Regency Centers Corp.,3239.3
FN,0.01,"Fabrinet G3323L100 B4JSZL8 0.01 % 25,025 $9,124,616",3239.3
2082,0.01,"ACWA Power Co. — BM8SKZ4 0.01 % 159,278 $9,097,61",3239.3
ROKU,0.01,Roku Inc.,3239.3
9540,0.01,,3239.3
35720,0.01,,3239.3
LECO,0.01,Lincoln Electric Holdings Inc.,3239.3
196170,0.01,,3239.3
HEI.A,0.01,HEICO Corp. Class A,3239.3
AVY,0.01,Avery Dennison Corp.,3239.3
207940,0.01,,3239.3
SNX,0.01,SYNNEX Corp.,3239.3
TW,0.01,Tradeweb Markets Inc. Class A,3239.3
GFL,0.01,GFL Environmental Inc.,3239.3
CPU,0.01,Computershare Ltd. —,3239.3
U,0.01,Unity Software Inc.,3239.3
RTO,0.01,"Rentokil Initial plc — B082RF1 0.01 % 1,771,468 $8,973,799",3239.3
APG,0.01,API Group Corp.,3239.3
EHC,0.01,Encompass Health Corp.,3239.3
NLY,0.01,Annaly Capital Management Inc.,3239.3
RGA,0.01,Reinsurance Group of America Inc. Class A,3239.3
MG,0.01,Magna International Inc.,3239.3
2887,0.01,TS Financial Holding Co. Ltd. —,3239.3
BJ,0.01,BJ's Wholesale Club Holdings Inc.,3239.3
BBDC4,0.01,"Banco Bradesco SA Preference Shares — B00FM53 0.01 % 2,669,962 $8,874,372",3239.3
402340,0.01,,3239.3
LYB,0.01,LyondellBasell Industries NV Class A N,3239.3
EVR,0.01,Evercore Inc. Class A,3239.3
1216,0.01,Uni-President Enterprises Corp. —,3239.3
KRX,0.01,Kingspan Group plc G,3239.3
ANTO,0.01,Antofagasta plc —,3239.3
9531,0.01,Tokyo Gas Co. Ltd. —,3239.3
9633,0.01,"Nongfu Spring Co. Ltd. — BMGWW30 0.01 % 1,270,000 $8,776,7",3239.3
6326,0.01,Kubota Corp. —,3239.3
RBC,0.01,RBC Bearings Inc.,3239.3
PTT,0.01,"-F PTT PCL (Foreign) — BD0BDJ3 0.01 % 8,543,280 $8,766,416",3239.3
DSCT,0.01,Israel Discount Bank Ltd. Class A,3239.3
NDSN,0.01,Nordson Corp.,3239.3
GLPI,0.01,Gaming and Leisure Properties Inc.,3239.3
BEKE,0.01,KE Holdings Inc. ADR,3239.3
FPH,0.01,Fisher & Paykel Healthcare Corp. Ltd. —,3239.3
STN,0.01,Stantec Inc.,3239.3
UDR,0.01,UDR Inc.,3239.3
316140,0.01,,3239.3
7532,0.01,Pan Pacific International Holdings Corp. J6352W100,3239.3
MANH,0.01,Manhattan Associates Inc.,3239.3
IAG,0.01,Insurance Australia Group Ltd. —,3239.3
ALFA,0.01,Alfa Laval AB W,3239.3
ETE,0.01,"National Bank of Greece SA — BG087C6 0.01 % 593,640 $8,644,254",3239.3
12330,0.01,,3239.3
AGS,0.01,"Ageas SA/NV — B86S2N0 0.01 % 124,410 $8,628,622",3239.3
1812,0.01,Kajima Corp. —,3239.3
TLS,0.01,Telstra Group Ltd. —,3239.3
IEX,0.01,IDEX Corp.,3239.3
AKZA,0.01,"Akzo Nobel NV — BJ2KSG2 0.01 % 120,153 $8,575,048",3239.3
2885,0.01,Yuanta Financial Holding Co. Ltd. —,3239.3
BAH,0.01,Booz Allen Hamilton Holding Corp. Class A,3239.3
SRG,0.01,Snam SPA —,3239.3
HINDALCO,0.01,"Hindalco Industries Ltd. — B0GWF48 0.01 % 994,396 $8,533,966",3239.3
ITSA4,0.01,Itausa - Investimentos Itau SA Preference Shares —,3239.3
BBD.B,0.01,Bombardier Inc. Class B,3239.3
OC,0.01,Owens Corning,3239.3
INDIGO,0.01,"InterGlobe Aviation Ltd. — BYYZ7D0 0.01 % 135,383 $8,511,075",3239.3
COH,0.01,Cochlear Ltd. —,3239.3
BAX,0.01,Baxter International Inc.,3239.3
ATRL,0.01,AtkinsRealis Group Inc.,3239.3
DUOL,0.01,Duolingo Inc.,3239.3
SGRO,0.01,"Segro plc — B5ZN1N8 0.01 % 955,283 $8,440,918",3239.3
9926,0.01,"Akeso Inc. — BLFJ7Y1 0.01 % 464,000 $8,429,",3239.3
RL,0.01,Ralph Lauren Corp. Class A,3239.3
TME,0.01,Tencent Music Entertainment Group ADR,3239.3
OHI,0.01,Omega Healthcare Investors Inc.,3239.3
EMIRATESNB,0.01,"Emirates NBD Bank PJSC — B28PFX8 0.01 % 1,269,539 $8,401,395",3239.3
OKLO,0.01,Oklo Inc. Class A,3239.3
386,0.01,China Petroleum & Chemical Corp. Class H —,3239.3
27,0.01,Galaxy Entertainment Group Ltd. —,3239.3
QIBK,0.01,Qatar Islamic Bank QPSC —,3239.3
CDE,0.01,Coeur Mining Inc.,3239.3
SY1,0.01,"Symrise AG Class A D827A1108 B1JB4K8 0.01 % 95,670 $8,320,445",3239.3
BXP,0.01,Boston Properties Inc.,3239.3
RNR,0.01,RenaissanceRe Holdings Ltd. G7496G103,3239.3
7270,0.01,Subaru Corp. —,3239.3
ELS,0.01,Equity LifeStyle Properties Inc.,3239.3
CLH,0.01,Clean Harbors Inc.,3239.3
HST,0.01,Host Hotels & Resorts Inc.,3239.3
992,0.01,Lenovo Group Ltd. —,3239.3
NWSA,0.01,News Corp. Class A,3239.3
CRS,0.01,Carpenter Technology Corp.,3239.3
8473,0.01,SBI Holdings Inc. —,3239.3
VTRS,0.01,Viatris Inc.,3239.3
STMN,0.01,"Straumann Holding AG — BQ7ZV06 0.01 % 76,486 $8,199,723",3239.3
SCI,0.01,Service Corp. International/US,3239.3
BOL,0.01,"Boliden AB — BPYTZ57 0.01 % 200,265 $8,174,485",3239.3
SWKS,0.01,Skyworks Solutions Inc.,3239.3
IAG,0.01,"International Consolidated Airlines Group SA (London Shares) — B5M6XQ7 0.01 % 1,567,663 $8,164,928",3239.3
J36,0.01,Jardine Matheson Holdings Ltd. —,3239.3
GL,0.01,Globe Life Inc.,3239.3
FME,0.01,Fresenius Medical Care AG D2734Z107,3239.3
IMP,0.01,"Impala Platinum Holdings Ltd. — B1FFT76 0.01 % 637,458 $8,129,372",3239.3
8795,0.01,T&D Holdings Inc. —,3239.3
DTM,0.01,DT Midstream Inc.,3239.3
QXO,0.01,QXO Inc.,3239.3
2412,0.01,Chunghwa Telecom Co. Ltd. —,3239.3
HLI,0.01,Houlihan Lokey Inc. Class A,3239.3
8697,0.01,Japan Exchange Group Inc. —,3239.3
ADCB,0.01,Abu Dhabi Commercial Bank PJSC —,3239.3
WTC,0.01,"WiseTech Global Ltd. — BZ8GX83 0.01 % 135,423 $8,096,038",3239.3
2503,0.01,Kirin Holdings Co. Ltd.,3239.3
BMRI,0.01,Bank Mandiri Persero Tbk PT —,3239.3
FHN,0.01,First Horizon National Corp.,3239.3
SF,0.01,Stifel Financial Corp.,3239.3
COLO,0.01,B Coloplast A/S Class B K,3239.3
ADANIPORTS,0.01,"Adani Ports & Special Economic Zone Ltd. — B28XXH2 0.01 % 509,163 $8,049,648",3239.3
BALN,0.01,Baloise Holding AG —,3239.3
SWK,0.01,Stanley Black & Decker Inc.,3239.3
EVO,0.01,"Evolution AB — BJXSCH4 0.01 % 97,383 $8,016,950",3239.3
1109,0.01,China Resources Land Ltd. —,3239.3
AMH,0.01,American Homes 4 Rent Class A,3239.3
UHS,0.01,Universal Health Services Inc. Class B,3239.3
SJM,0.01,JM Smucker Co.,3239.3
2383,0.01,Elite Material Co. Ltd. —,3239.3
MEDP,0.01,Medpace Holdings Inc.,3239.3
MOS,0.01,Mosaic Co.,3239.3
4684,0.01,Obic Co. Ltd. J5946V107,3239.3
RIVN,0.01,Rivian Automotive Inc. Class A,3239.3
ATI,0.01,Allegheny Technologies Inc.,3239.3
CPT,0.01,Camden Property Trust,3239.3
BLD,0.01,TopBuild Corp.,3239.3
H,0.01,Hydro One Ltd.,3239.3
6669,0.01,"Wiwynn Corp. — BF4QXG5 0.01 % 72,000 $7,889,127",3239.3
CCK,0.01,Crown Holdings Inc.,3239.3
LITE,0.01,Lumentum Holdings Inc.,3239.3
POOL,0.01,Pool Corp.,3239.3
SBSP3,0.01,"Cia de Saneamento Basico do Estado de Sao Paulo SABESP — B1YCHL8 0.01 % 315,800 $7,842,414",3239.3
ADM,0.01,"Admiral Group plc — B02J639 0.01 % 173,315 $7,822,258",3239.3
AIZ,0.01,Assurant Inc.,3239.3
HII,0.01,Huntington Ingalls Industries Inc.,3239.3
BESI,0.01,"BE Semiconductor Industries NV — BG0SCK9 0.01 % 52,172 $7,811,745",3239.3
G1A,0.01,GEA Group AG —,3239.3
64350,0.01,,3239.3
1CO,0.01,"Covestro AG — BRBLFV6 0.01 % 113,614 $7,778,56",3239.3
GME,0.01,GameStop Corp. Class A,3239.3
RMBS,0.01,Rambus Inc.,3239.3
ELET3,0.01,Centrais Eletricas Brasileiras SA —,3239.3
AKAM,0.01,Akamai Technologies Inc.,3239.3
2301,0.01,Lite-On Technology Corp. —,3239.3
WTRG,0.01,Essential Utilities Inc.,3239.3
JKHY,0.01,Jack Henry & Associates Inc.,3239.3
JSWSTEEL,0.01,"JSW Steel Ltd. — BZBYJJ7 0.01 % 601,110 $7,740,333",3239.3
TXRH,0.01,Texas Roadhouse Inc. Class A,3239.3
EXEL,0.01,Exelixis Inc.,3239.3
NCLH,0.01,Norwegian Cruise Line Holdings Ltd. G,3239.3
CNA,0.01,"Centrica plc — B033F22 0.01 % 3,424,256 $7,689,464",3239.3
PME,0.01,Pro Medicus Ltd. —,3239.3
BEI,0.01,Beiersdorf AG —,3239.3
ALLY,0.01,Ally Financial Inc.,3239.3
SMIN,0.01,Smiths Group plc G,3239.3
6383,0.01,Daifuku Co. Ltd. —,3239.3
GWO,0.01,Great-West Lifeco Inc.,3239.3
VACN,0.01,"VAT Group AG — BYZWMR9 0.01 % 19,106 $7,626,491",3239.3
BVI,0.01,"Bureau Veritas SA — B28DTJ6 0.01 % 242,630 $7,610,174",3239.3
CACI,0.01,CACI International Inc. Class A,3239.3
VIK,0.01,"Viking Holdings Ltd. — BRDXKH1 0.01 % 122,309 $7,602,727",3239.3
1802,0.01,Obayashi Corp. —,3239.3
GRASIM,0.01,"Grasim Industries Ltd. — BYQKH33 0.01 % 244,476 $7,593,108",3239.3
BG,0.01,Bunge Global SA H,3239.3
LAMR,0.01,Lamar Advertising Co. Class A,3239.3
ARX,0.01,ARC Resources Ltd.,3239.3
FDS,0.01,FactSet Research Systems Inc.,3239.3
URW,0.01,"Unibail-Rodamco-Westfield — BF2PQ09 0.01 % 71,836 $7,565,384",3239.3
PAYC,0.01,Paycom Software Inc.,3239.3
IAG,0.01,iA Financial Corp. Inc.,3239.3
PST,0.01,"Poste Italiane SPA — BYYN701 0.01 % 317,646 $7,550,778",3239.3
BEAN,0.01,"Belimo Holding AG — BP0QDP8 0.01 % 7,178 $7,549,147",3239.3
HIMS,0.01,Hims & Hers Health Inc.,3239.3
PNW,0.01,Pinnacle West Capital Corp.,3239.3
SFM,0.01,Sprouts Farmers Market Inc.,3239.3
OWL,0.01,Blue Owl Capital Inc. Class A,3239.3
CARL,0.01,B Carlsberg AS Class B —,3239.3
JHX,0.01,James Hardie Industries plc,3239.3
X,0.01,TMX Group Ltd.,3239.3
6920,0.01,Lasertec Corp. —,3239.3
UU.,0.01,"United Utilities Group plc — B39J2M4 0.01 % 484,207 $7,480,372",3239.3
LYC,0.01,Lynas Rare Earths Ltd. —,3239.3
SOLV,0.01,Solventum Corp.,3239.3
SPSN,0.01,"Swiss Prime Site AG — B083BH4 0.01 % 53,323 $7,469,956",3239.3
NXT,0.01,NEXTracker Inc. Class A,3239.3
DAY,0.01,Ceridian HCM Holding Inc.,3239.3
1010,0.01,"Riyad Bank — B12LZW4 0.01 % 1,029,049 $7,461,436",3239.3
JBHT,0.01,JB Hunt Transport Services Inc.,3239.3
AC,0.01,Accor SA —,3239.3
ASIANPAINT,0.01,Asian Paints Ltd. Y,3239.3
EFN,0.01,Element Fleet Management Corp.,3239.3
MLI,0.01,Mueller Industries Inc.,3239.3
8601,0.01,Daiwa Securities Group Inc.,3239.3
YMM,0.01,Full Truck Alliance Co. Ltd. ADR,3239.3
AYI,0.01,Acuity Brands Inc.,3239.3
BPAC11,0.01,"Banco BTG Pactual SA — BZBZVC7 0.01 % 816,124 $7,400,28",3239.3
2601,0.01,"China Pacific Insurance Group Co. Ltd. Class H — B2Q5H56 0.01 % 1,861,800 $7,396,97",3239.3
NEM,0.01,"Newmont Corp. — BRDVMB3 0.01 % 87,061 $7,394,658",3239.3
INFY,0.01,Infosys Ltd. ADR,3239.3
ASRNL,0.01,"ASR Nederland NV — BD9PNF2 0.01 % 108,255 $7,366,679",3239.3
RVTY,0.01,PerkinElmer Inc.,3239.3
OVV,0.01,Ovintiv Inc.,3239.3
AGN,0.01,"Aegon Ltd. — BPH0Y27 0.01 % 910,547 $7,340,835",3239.3
BMRN,0.01,BioMarin Pharmaceutical Inc.,3239.3
BG,0.01,"BAWAG Group AG — BZ1GZ06 0.01 % 55,632 $7,334,137",3239.3
IPG,0.01,Interpublic Group of Cos. Inc.,3239.3
EPI,0.01,"B Epiroc AB Class B — BMD58W3 0.01 % 386,820 $7,318,036",3239.3
2892,0.01,First Financial Holding Co. Ltd. —,3239.3
EMBR3,0.01,"Embraer SA — B16FPG6 0.01 % 483,700 $7,296,965",3239.3
EICHERMOT,0.01,"Eicher Motors Ltd. Y2251M148 BMW4CV8 0.01 % 92,392 $7,295,201",3239.3
BNZL,0.01,Bunzl plc G,3239.3
MOH,0.01,Molina Healthcare Inc.,3239.3
WISE,0.01,"Wise plc Class A — BL9YR75 0.01 % 522,140 $7,278,786",3239.3
1801,0.01,Taisei Corp. —,3239.3
TEL,0.01,Telenor ASA R,3239.3
28260,0.01,,3239.3
S68,0.01,Singapore Exchange Ltd. —,3239.3
MRO,0.01,"Melrose Industries plc — BNGDN82 0.01 % 878,281 $7,230,773",3239.3
9532,0.01,Osaka Gas Co. Ltd. —,3239.3
WCC,0.01,WESCO International Inc.,3239.3
6361,0.01,Ebara Corp. —,3239.3
EXAS,0.01,Exact Sciences Corp.,3239.3
WYNN,0.01,Wynn Resorts Ltd.,3239.3
3017,0.01,Asia Vital Components Co. Ltd. —,3239.3
1177,0.01,"Sino Biopharmaceutical Ltd. — B00XSF9 0.01 % 6,892,250 $7,183,90",3239.3
IONS,0.01,Ionis Pharmaceuticals Inc.,3239.3
ONGC,0.01,Oil & Natural Gas Corp. Ltd. —,3239.3
9502,0.01,Chubu Electric Power Co. Inc. —,3239.3
SBIN,0.01,"State Bank of India — BSQCB24 0.01 % 726,917 $7,135,940",3239.3
MKS,0.01,Marks & Spencer Group plc —,3239.3
BN4,0.01,"Keppel Ltd. — B1VQ5C0 0.01 % 1,028,813 $7,121,188",3239.3
373220,0.01,,3239.3
EPI,0.01,A Epiroc AB Class A BDZV,3239.3
AIT,0.01,Applied Industrial Technologies Inc.,3239.3
11,0.01,Hang Seng Bank Ltd. —,3239.3
WEGE3,0.01,WEG SA —,3239.3
S63,0.01,Singapore Technologies Engineering Ltd. —,3239.3
7012,0.01,Kawasaki Heavy Industries Ltd. —,3239.3
SSB,0.01,SOUTHSTATE BANK Corp.,3239.3
LUN,0.01,Lundin Mining Corp.,3239.3
PNDORA,0.01,"Pandora A/S — B44XTX8 0.01 % 54,199 $7,086,379",3239.3
JEF,0.01,Jefferies Financial Group Inc.,3239.3
WBS,0.01,Webster Financial Corp.,3239.3
7453,0.01,Ryohin Keikaku Co. Ltd. —,3239.3
JIOFIN,0.01,"Jio Financial Services Ltd. — BQPG2F3 0.01 % 2,137,766 $7,048,347",3239.3
AGNC,0.01,AGNC Investment Corp.,3239.3
ARMK,0.01,Aramark,3239.3
CNM,0.01,Core & Main Inc. Class A,3239.3
HAS,0.01,Hasbro Inc.,3239.3
ITRK,0.01,Intertek Group plc G4911B108,3239.3
IOT,0.01,Samsara Inc. Class A,3239.3
ELE,0.01,Endesa SA —,3239.3
HAL,0.01,"Hindustan Aeronautics Ltd. Y3199R108 BR56KD4 0.01 % 130,809 $6,990,176",3239.3
WMS,0.01,Advanced Drainage Systems Inc.,3239.3
HAR,0.01,Harmony Gold Mining Co. Ltd. —,3239.3
10140,0.01,,3239.3
BKT,0.01,Bankinter SA —,3239.3
REXR,0.01,Rexford Industrial Realty Inc.,3239.3
C38U,0.01,CapitaLand Integrated Commercial Trust —,3239.3
MZTF,0.01,Mizrahi Tefahot Bank Ltd. —,3239.3
COALINDIA,0.01,"Coal India Ltd. — B4Z9XF5 0.01 % 1,577,916 $6,933,408",3239.3
AR,0.01,Antero Resources Corp.,3239.3
AVAV,0.01,AeroVironment Inc.,3239.3
STRL,0.01,Sterling Construction Co. Inc.,3239.3
GNRC,0.01,Generac Holdings Inc.,3239.3
ELAN,0.01,Elanco Animal Health Inc.,3239.3
ORI,0.01,Old Republic International Corp.,3239.3
GAPB,0.01,"Grupo Aeroportuario del Pacifico SAB de CV Class B — B0ZV104 0.01 % 291,365 $6,887,373",3239.3
LSCC,0.01,Lattice Semiconductor Corp.,3239.3
9660,0.01,"Horizon Robotics — BS5YNY7 0.01 % 5,596,800 $6,872,882",3239.3
WEIR,0.01,Weir Group plc —,3239.3
810,0.01,,3239.3
33780,0.01,,3239.3
42660,0.01,,3239.3
DOCS,0.01,Doximity Inc. Class A,3239.3
9021,0.01,West Japan Railway Co. J,3239.3
9104,0.01,Mitsui OSK Lines Ltd. —,3239.3
BWA,0.01,BorgWarner Inc.,3239.3
DPLM,0.01,Diploma plc G,3239.3
20,0.01,"SenseTime Group Inc. Class B — BPK3C96 0.01 % 18,447,000 $6,830,253",3239.3
CNH,0.01,CNH Industrial NV,3239.3
EUROB,0.01,"Eurobank Ergasias Services and Holdings SA — BYZ43T4 0.01 % 1,761,078 $6,812,466",3239.3
1093,0.01,CSPC Pharmaceutical Group Ltd. —,3239.3
3407,0.01,Asahi Kasei Corp. —,3239.3
WN,0.01,George Weston Ltd.,3239.3
OTEX,0.01,Open Text Corp.,3239.3
ALV,0.01,Autoliv Inc.,3239.3
CCH,0.01,"Coca-Cola HBC AG — B9895B7 0.01 % 142,639 $6,729,505",3239.3
ALDAR,0.01,"Aldar Properties PJSC — B0LX3Y2 0.01 % 2,603,589 $6,725,252",3239.3
RRX,0.01,Regal Beloit Corp.,3239.3
WIX,0.01,Wix.com Ltd. M,3239.3
TECHM,0.01,"Tech Mahindra Ltd. — BWFGD63 0.01 % 424,178 $6,699,559",3239.3
AFG,0.01,American Financial Group Inc./OH,3239.3
SCCO,0.01,Southern Copper Corp.,3239.3
WCP,0.01,Whitecap Resources Inc.,3239.3
CA,0.01,Carrefour SA —,3239.3
TRENT,0.01,"Trent Ltd. — BDDRN32 0.01 % 126,936 $6,682,356",3239.3
ADVANC,0.01,#NAME?,3239.3
WAL,0.01,Western Alliance Bancorp,3239.3
AES,0.01,AES Corp./VA,3239.3
AUTO,0.01,"Auto Trader Group plc — BVYVFW2 0.01 % 625,318 $6,642,927",3239.3
RBRK,0.01,Rubrik Inc. Class A,3239.3
MOWI,0.01,"Mowi ASA — B02L486 0.01 % 313,873 $6,640,172",3239.3
3,0.01,Hong Kong & China Gas Co. Ltd. Y,3239.3
EXO,0.01,"EXOR NV — BMJ1825 0.01 % 67,723 $6,628,436",3239.3
DCI,0.01,Donaldson Co. Inc.,3239.3
ONON,0.01,"On Holding AG Class A H5919C104 BPF0FP9 0.01 % 156,279 $6,618,416",3239.3
CIPLA,0.01,Cipla Ltd./India — B,3239.3
METSO,0.01,"Metso Oyj — B1FN8X9 0.01 % 479,689 $6,612,171",3239.3
ENSG,0.01,Ensign Group Inc.,3239.3
NICE,0.01,Nice Ltd. —,3239.3
3402,0.01,Toray Industries Inc. —,3239.3
ALB,0.01,Albemarle Corp.,3239.3
SGP,0.01,Stockland —,3239.3
ASTS,0.01,AST SpaceMobile Inc. Class A,3239.3
CUBE,0.01,CubeSmart,3239.3
PRI,0.01,Primerica Inc.,3239.3
PSON,0.01,Pearson plc —,3239.3
MAXHEALTH,0.01,"Max Healthcare Institute Ltd. — BMB2291 0.01 % 522,747 $6,563,729",3239.3
SVT,0.01,"Severn Trent plc — B1FH8J7 0.01 % 188,178 $6,561,113",3239.3
TPEIR,0.01,"Piraeus Financial Holdings SA — BNC0DB0 0.01 % 772,022 $6,557,727",3239.3
OGE,0.01,OGE Energy Corp.,3239.3
NVMI,0.01,Nova Ltd. —,3239.3
CELH,0.01,Celsius Holdings Inc.,3239.3
TEL2,0.01,"B Tele2 AB — B97C733 0.01 % 382,523 $6,525,303",3239.3
QIA,0.01,"QIAGEN NV — BNXJZX2 0.01 % 145,286 $6,480,266",3239.3
EGP,0.01,EastGroup Properties Inc.,3239.3
PEN,0.01,Penumbra Inc.,3239.3
DAL,0.01,Delta Air Lines Inc.,3239.3
AC,0.01,* Arca Continental SAB de CV —,3239.3
9697,0.01,Capcom Co. Ltd. —,3239.3
FGR,0.01,"Eiffage SA — B13X013 0.01 % 50,517 $6,472,133",3239.3
KNSL,0.01,Kinsale Capital Group Inc.,3239.3
6504,0.01,Fuji Electric Co. Ltd. —,3239.3
4755,0.01,Rakuten Group Inc. —,3239.3
NYT,0.01,New York Times Co. Class A,3239.3
CAE,0.01,CAE Inc.,3239.3
3661,0.01,"Alchip Technologies Ltd. — B4TPSL0 0.01 % 55,882 $6,419,44",3239.3
FYBR,0.01,Frontier Communications Parent Inc.,3239.3
MRNA,0.01,Moderna Inc.,3239.3
1378,0.01,"China Hongqiao Group Ltd. — B44ZV94 0.01 % 1,880,000 $6,367,24",3239.3
267260,0.01,,3239.3
ALA,0.01,AltaGas Ltd.,3239.3
HALO,0.01,Halozyme Therapeutics Inc.,3239.3
G24,0.01,"Scout24 SE — BYT9340 0.01 % 50,529 $6,339,238",3239.3
NESTLEIND,0.01,"Nestle India Ltd. — BQB8GH3 0.01 % 487,086 $6,323,629",3239.3
ALGN,0.01,Align Technology Inc.,3239.3
4523,0.01,Eisai Co. Ltd. —,3239.3
2890,0.01,SinoPac Financial Holdings Co. Ltd. —,3239.3
WTFC,0.01,Wintrust Financial Corp.,3239.3
DOX,0.01,Amdocs Ltd. G,3239.3
RRC,0.01,Range Resources Corp.,3239.3
CAR,0.01,CAR Group Ltd. Q,3239.3
TVSMOTOR,0.01,TVS Motor Co. Ltd. —,3239.3
TIH,0.01,Toromont Industries Ltd.,3239.3
GTLS,0.01,Chart Industries Inc.,3239.3
PZU,0.01,"Powszechny Zaklad Ubezpieczen SA — B63DG21 0.01 % 417,436 $6,251,197",3239.3
8136,0.01,Sanrio Co. Ltd. —,3239.3
ICT,0.01,International Container Terminal Services Inc. Y,3239.3
TECH,0.01,Bio-Techne Corp.,3239.3
CMA,0.01,Comerica Inc.,3239.3
FRT,0.01,Federal Realty Investment Trust,3239.3
KBANK,0.01,#NAME?,3239.3
2880,0.01,Hua Nan Financial Holdings Co. Ltd. —,3239.3
ATR,0.01,AptarGroup Inc.,3239.3
CR,0.01,Crane Co.,3239.3
TELIA,0.01,Telia Co. AB —,3239.3
51910,0.01,,3239.3
ALPHA,0.01,"Alpha Bank SA — BTJZ707 0.01 % 1,450,498 $6,169,046",3239.3
SEIC,0.01,SEI Investments Co.,3239.3
6618,0.01,"JD Health International Inc. — BMW8R04 0.01 % 723,961 $6,164,524",3239.3
IDCC,0.01,InterDigital Inc.,3239.3
STJ,0.01,St. James's Place plc G5005D124,3239.3
SPXC,0.01,SPX Technologies Inc.,3239.3
1150,0.01,"Alinma Bank — B39NWT3 0.01 % 861,322 $6,147,233",3239.3
SKA,0.01,B Skanska AB Class B —,3239.3
MP,0.01,MP Materials Corp.,3239.3
7259,0.01,Aisin Corp. —,3239.3
LYFT,0.01,Lyft Inc. Class A,3239.3
ALO,0.01,"Alstom SA — B0DJ8Q5 0.01 % 234,207 $6,128,363",3239.3
UMBF,0.01,UMB Financial Corp.,3239.3
HM,0.01,B H & M Hennes & Mauritz AB Class B —,3239.3
PR,0.01,Permian Resources Corp. Class A,3239.3
32830,0.01,,3239.3
SBILIFE,0.01,"SBI Life Insurance Co. Ltd. — BZ60N32 0.01 % 302,957 $6,113,073",3239.3
NHY,0.01,"Norsk Hydro ASA — B11HK39 0.01 % 898,806 $6,111,089",3239.3
CAG,0.01,Conagra Brands Inc.,3239.3
CEZ,0.01,Cez As —,3239.3
APA,0.01,APA Corp.,3239.3
VEDL,0.01,Vedanta Ltd. —,3239.3
TTEK,0.01,Tetra Tech Inc.,3239.3
CHWY,0.01,Chewy Inc.,3239.3
7309,0.01,Shimano Inc. —,3239.3
MTCH,0.01,Match Group Inc.,3239.3
BRX,0.01,Brixmor Property Group Inc.,3239.3
